johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
     1.6% (14.5%) as savethem
     1.3% (12.2%) as bat3
     0.8% ( 7.3%) as grandfinale
FF14_FORTHESKY appears in 7.1% of seeds:
     3.8% (53.0%) as savethem
     2.7% (37.8%) as cyan
     0.7% ( 9.2%) as grandfinale
FF14_HOLMINSTER appears in 6.1% of seeds:
     2.4% (39.1%) as floating
     2.1% (34.5%) as bat4
     1.6% (26.4%) as assault
FF14_LABTEN appears in 9.9% of seeds:
     3.4% (34.5%) as mount2
     2.6% (26.7%) as mboss
     2.0% (20.2%) as unforgiven
     1.8% (18.5%) as savethem
FF14_REMNANTS appears in 5.1% of seeds:
     5.1% (100.0%) as falcon
FF1_BATTLE appears in 4.5% of seeds:
     2.6% (57.4%) as battle
     1.2% (26.8%) as bat2
     0.7% (15.7%) as grandfinale
FF1_DEATH appears in 8.8% of seeds:
     8.8% (100.0%) as death
FF1_DUNGEON appears in 9.5% of seeds:
     3.7% (39.3%) as phoenix
     2.3% (24.2%) as atma
     2.2% (23.6%) as gate
     1.2% (12.9%) as floating
FF1_END appears in 7.3% of seeds:
     4.1% (56.6%) as town
     1.7% (23.4%) as village
     1.5% (20.1%) as prelude
FF1_FIEND1 appears in 8.0% of seeds:
     2.9% (36.2%) as boss
     2.5% (31.9%) as atma
     1.9% (23.5%) as savethem
     0.7% ( 8.4%) as grandfinale
FF1_FIEND2 appears in 5.0% of seeds:
     2.7% (53.5%) as atma
     1.7% (33.5%) as assault
     0.7% (13.0%) as grandfinale
FF1_FINAL appears in 5.0% of seeds:
     3.1% (62.3%) as dmad5
     1.1% (21.2%) as atma
     0.8% (16.6%) as grandfinale
FF1_MATOYA appears in 8.3% of seeds:
     4.3% (51.4%) as strago
     2.2% (26.1%) as relm
     1.9% (22.4%) as moogles
FF1_MBOSS appears in 9.5% of seeds:
     2.4% (25.1%) as mboss
     2.4% (25.1%) as bat4
     2.1% (21.8%) as boss
     2.0% (20.9%) as unforgiven
     0.7% ( 7.2%) as grandfinale
FF1_SLEEP appears in 10.2% of seeds:
    10.2% (100.0%) as sleep
FF1_TOWN appears in 5.7% of seeds:
     4.1% (72.3%) as town
     1.6% (27.7%) as village
FF1_VOLCANO appears in 10.9% of seeds:
     4.5% (41.3%) as gate
     1.9% (17.9%) as phoenix
     1.9% (17.7%) as umaro
     1.5% (14.1%) as mount2
     1.0% ( 9.1%) as floating
FF1_VOLCANO_PSX appears in 9.2% of seeds:
     4.3% (47.3%) as gate
     2.1% (23.1%) as phoenix
     1.4% (15.3%) as ancient
     1.3% (14.4%) as dream
FF1_WORLD appears in 6.5% of seeds:
     5.0% (77.7%) as balance
     1.4% (22.3%) as forest
FF2_BATTLE2 appears in 13.7% of seeds:
     3.8% (27.6%) as bat3
     3.4% (24.6%) as assault
     2.2% (15.8%) as metamorphosis
     2.0% (14.5%) as bat4
     1.6% (11.7%) as catastrophe
     0.8% ( 5.8%) as grandfinale
FF2_BATTLEB appears in 23.6% of seeds:
     4.9% (20.8%) as fanatics
     4.5% (19.1%) as kefka
     4.0% (16.8%) as owzer
     2.4% (10.0%) as gogo
     2.1% ( 8.8%) as dream
     2.1% ( 8.7%) as gate
     1.8% ( 7.6%) as espers
     1.3% ( 5.4%) as train
     0.7% ( 2.8%) as grandfinale
FF2_CASTLE appears in 8.4% of seeds:
     4.2% (50.4%) as strago
     2.6% (31.0%) as gogo
     1.6% (18.7%) as village
FF2_THEME appears in 14.9% of seeds:
     3.1% (21.0%) as gau
     2.8% (19.0%) as forest
     2.4% (16.2%) as balance
     2.0% (13.6%) as awakening
     1.7% (11.7%) as ruintown
     1.7% (11.5%) as prelude
     1.1% ( 7.1%) as ruin
FF3_BATTLE appears in 9.0% of seeds:
     2.3% (25.4%) as battle
     2.3% (25.3%) as mboss
     1.9% (21.6%) as bat2
     1.8% (19.4%) as savethem
     0.7% ( 8.2%) as grandfinale
FF3_DARKWORLD appears in 7.0% of seeds:
     2.9% (41.5%) as forest
     2.1% (30.0%) as serpent
     2.0% (28.5%) as moogles
FF3_EUREKA appears in 11.6% of seeds:
     2.0% (17.6%) as falcon
     1.9% (16.7%) as setzer
     1.9% (16.2%) as mountain
     1.7% (14.5%) as espers
     1.7% (14.3%) as serpent
     1.4% (11.9%) as mount2
     1.0% ( 8.9%) as dream
FF3_EUREKA (DM) appears in 14.2% of seeds:
     4.8% (33.9%) as tier1
     4.8% (33.6%) as tier3
     4.6% (32.5%) as tier2
FF3_HYNE appears in 11.1% of seeds:
     4.4% (39.7%) as owzer
     2.6% (23.1%) as fanatics
     1.5% (13.7%) as ancient
     1.4% (12.7%) as train
     1.2% (10.8%) as dream
FF3_WARRIOR appears in 15.7% of seeds:
     7.1% (45.4%) as figaro
     3.1% (19.8%) as returners
     3.0% (19.4%) as locke
     2.4% (15.3%) as cyan
FF3_WARRIOR:VIC appears in 2.8% of seeds:
     2.8% (100.0%) as fanfare
FF3_WORLD appears in 9.9% of seeds:
     5.1% (51.2%) as balance
     1.9% (19.4%) as relm
     1.5% (15.4%) as village
     1.4% (14.1%) as prelude
FF4_AIRSHIP appears in 8.4% of seeds:
     5.4% (64.2%) as blackjack
     3.0% (35.8%) as fanfare
FF4_BABIL appears in 13.0% of seeds:
     8.1% (62.5%) as troops
     3.3% (25.5%) as returners
     1.6% (12.0%) as mount2
FF4_BARON appears in 13.0% of seeds:
     7.0% (53.9%) as troops
     3.6% (28.1%) as figaro
     2.3% (18.0%) as cyan
FF4_BATTLE appears in 12.1% of seeds:
     2.6% (21.5%) as chocobo
     2.6% (21.5%) as battle
     2.4% (19.4%) as blackjack
     1.9% (15.3%) as unforgiven
     1.6% (13.5%) as johnny
     0.8% ( 6.6%) as grandfinale
     0.3% ( 2.1%) as bat2
FF4_BOMB appears in 5.9% of seeds:
     4.2% (71.5%) as catastrophe
     1.7% (28.5%) as zozo
FF4_BOSS appears in 9.1% of seeds:
     2.3% (25.4%) as unforgiven
     2.3% (25.1%) as boss
     2.1% (23.2%) as bat4
     1.6% (17.6%) as atma
     0.8% ( 8.7%) as grandfinale
FF4_CALCOBRENA appears in 10.3% of seeds:
     5.6% (53.8%) as kefka
     2.6% (25.2%) as gogo
     1.4% (13.3%) as dream
     0.8% ( 7.6%) as grandfinale
FF4_CAVE appears in 9.1% of seeds:
     3.8% (41.2%) as cave
     2.6% (28.2%) as balance
     1.6% (17.7%) as forest
     1.2% (12.9%) as tomb
FF4_DAMCYAN appears in 16.2% of seeds:
     3.6% (22.0%) as ruintown
     2.6% (16.3%) as martiallaw
     2.3% (14.4%) as cyan
     2.1% (13.2%) as strago
     1.8% (11.1%) as cave
     1.4% ( 8.7%) as omen3
     1.2% ( 7.6%) as zozo
     1.1% ( 6.7%) as tomb
FF4_ELDER appears in 5.7% of seeds:
     4.3% (74.7%) as strago
     1.5% (25.3%) as omen3
FF4_FANFARE appears in 3.0% of seeds:
     3.0% (100.0%) as fanfare
FF4_FIEND appears in 9.5% of seeds:
     3.0% (31.9%) as dmad5
     2.4% (25.0%) as atma
     1.8% (19.5%) as catastrophe
     1.5% (16.0%) as savethem
     0.7% ( 7.6%) as grandfinale
FF4_FIEND (DM) appears in 4.8% of seeds:
     1.7% (36.0%) as tier3
     1.6% (34.1%) as tier2
     1.4% (29.9%) as tier1
FF4_GIANT appears in 18.5% of seeds:
     4.3% (23.1%) as engine
     2.4% (12.9%) as gogo
     2.2% (12.1%) as floating
     2.2% (11.7%) as magitek
     2.1% (11.4%) as falcon
     1.9% (10.4%) as ktower
     1.8% ( 9.5%) as phoenix
     1.6% ( 8.8%) as mount2
FF4_GIANT_REMIX appears in 8.3% of seeds:
     4.5% (53.5%) as blackjack
     2.0% (24.5%) as setzer
     1.8% (21.9%) as serpent
FF4_GOLBEZ appears in 12.0% of seeds:
     4.9% (40.3%) as fanatics
     4.1% (34.3%) as kefka
     1.9% (16.1%) as owzer
     1.1% ( 9.3%) as train
FF4_GOLBEZ (DM) appears in 15.9% of seeds:
     5.7% (36.1%) as tier3
     5.1% (32.2%) as tier1
     5.0% (31.7%) as tier2
FF4_ILLUSION appears in 9.6% of seeds:
     4.0% (41.9%) as espers
     1.8% (18.4%) as cave
     1.5% (16.0%) as forest
     1.1% (12.0%) as tomb
     1.1% (11.8%) as dream
FF4_INN appears in 10.0% of seeds:
    10.0% (100.0%) as sleep
FF4_MOON appears in 4.6% of seeds:
     1.8% (39.2%) as ruin
     1.5% (31.6%) as train
     1.3% (29.2%) as zozo
FF4_MYSIDIA appears in 7.5% of seeds:
     4.2% (55.0%) as strago
     3.4% (45.0%) as what
FF4_PROLOGUE appears in 4.7% of seeds:
     3.2% (68.1%) as omen3
     1.5% (31.9%) as prelude
FF4_REDWINGS appears in 11.7% of seeds:
     6.9% (59.3%) as troops
     3.4% (29.0%) as returners
     1.4% (11.7%) as omen3
FF4_REDWINGS:LUNAR appears in 2.4% of seeds:
     1.6% (68.8%) as assault
     0.7% (31.2%) as grandfinale
FF4_RESTLESS appears in 10.8% of seeds:
     4.3% (40.0%) as unforgiven
     2.3% (20.9%) as mboss
     2.1% (19.3%) as metamorphosis
     1.5% (14.0%) as assault
     0.6% ( 5.8%) as grandfinale
FF4_ROSA appears in 10.7% of seeds:
     6.0% (56.3%) as rachel
     2.9% (27.4%) as celes
     1.8% (16.3%) as awakening
FF4_RYDIA appears in 21.0% of seeds:
     3.5% (16.9%) as relm
     3.1% (14.6%) as daryl
     2.9% (13.6%) as celes
     2.8% (13.5%) as coin
     2.3% (11.0%) as gau
     1.9% ( 9.1%) as awakening
     1.8% ( 8.5%) as town
     1.4% ( 6.7%) as prelude
     1.3% ( 6.1%) as village
FF4_SOMEWHERE appears in 12.5% of seeds:
     5.4% (43.3%) as martiallaw
     2.9% (23.3%) as empire
     2.8% (22.4%) as shadow
     1.4% (11.1%) as omen3
FF4_SORROW appears in 8.8% of seeds:
     6.5% (73.1%) as coin
     1.5% (16.9%) as prelude
     0.9% (10.0%) as ruin
FF4_TOWN appears in 5.7% of seeds:
     4.1% (71.0%) as town
     1.7% (29.0%) as village
FF4_TROIA appears in 8.6% of seeds:
     3.2% (37.3%) as village
     2.0% (23.6%) as town
     2.0% (23.6%) as relm
     1.3% (15.5%) as prelude
FF4_UNDERWORLD appears in 5.7% of seeds:
     3.4% (60.2%) as cave
     2.3% (39.8%) as balance
FF4_WHALE appears in 7.1% of seeds:
     5.1% (71.2%) as blackjack
     2.1% (28.8%) as setzer
FF4_WHALE:VIC appears in 2.6% of seeds:
     2.6% (100.0%) as fanfare
FF4_WORLD appears in 9.2% of seeds:
     4.8% (52.3%) as balance
     2.2% (23.8%) as falcon
     2.2% (23.8%) as serpent
FF4_ZEROMUS appears in 4.0% of seeds:
     3.4% (84.9%) as dmad5
     0.6% (15.1%) as atma
FF4_ZOT appears in 14.6% of seeds:
     5.3% (36.7%) as fanatics
     5.0% (34.4%) as kefka
     2.9% (20.1%) as empire
     1.3% ( 8.8%) as train
FF5_AIRSHIP appears in 8.9% of seeds:
     5.1% (56.7%) as blackjack
     2.2% (24.6%) as setzer
     1.7% (18.7%) as mount2
FF5_BAL appears in 19.9% of seeds:
     6.2% (31.2%) as returners
     3.7% (18.7%) as figaro
     3.6% (18.0%) as troops
     2.5% (12.5%) as fanfare
     2.4% (12.1%) as cyan
     1.5% ( 7.6%) as mount2
FF5_BATTLE appears in 5.2% of seeds:
     4.6% (89.0%) as battle
     0.6% (11.0%) as bat2
FF5_BOOK appears in 12.0% of seeds:
     2.9% (23.8%) as train
     2.3% (19.0%) as gate
     2.1% (17.9%) as owzer
     1.4% (11.7%) as ancient
     1.3% (11.0%) as tomb
     1.2% (10.3%) as zozo
     0.8% ( 6.3%) as ruin
FF5_BOSS appears in 9.8% of seeds:
     2.8% (28.0%) as boss
     2.6% (26.4%) as atma
     2.0% (20.7%) as catastrophe
     1.8% (18.3%) as savethem
     0.7% ( 6.6%) as grandfinale
FF5_BRIDGE appears in 6.8% of seeds:
     2.2% (32.2%) as atma
     2.1% (31.3%) as unforgiven
     1.9% (27.8%) as savethem
     0.6% ( 8.8%) as grandfinale
FF5_CAVE appears in 13.0% of seeds:
     3.8% (29.4%) as cave
     2.4% (18.4%) as tomb
     1.6% (12.6%) as prelude
     1.6% (12.2%) as ancient
     1.5% (11.5%) as forest
     1.3% (10.2%) as dream
     0.7% ( 5.6%) as ruin
FF5_CURSE appears in 15.4% of seeds:
     3.0% (19.4%) as shadow
     2.8% (18.2%) as fanatics
     2.2% (14.0%) as owzer
     2.0% (12.7%) as phoenix
     1.8% (11.8%) as gate
     1.5% ( 9.8%) as ancient
     1.4% ( 8.8%) as zozo
     0.8% ( 5.3%) as ruin
FF5_CURSE_TR appears in 2.8% of seeds:
     2.8% (100.0%) as train
FF5_DAWN appears in 25.9% of seeds:
     6.0% (23.3%) as figaro
     3.0% (11.7%) as returners
     2.9% (11.3%) as locke
     2.4% ( 9.4%) as gogo
     2.3% ( 8.9%) as cyan
     2.2% ( 8.4%) as engine
     2.1% ( 7.9%) as umaro
     2.0% ( 7.8%) as falcon
     1.6% ( 6.2%) as mount2
     1.4% ( 5.2%) as savethem
FF5_DEATH appears in 8.1% of seeds:
     8.1% (100.0%) as death
FF5_DECISIVE appears in 13.1% of seeds:
     3.6% (27.8%) as catastrophe
     3.0% (23.3%) as dmad5
     2.5% (19.1%) as atma
     2.0% (15.5%) as ktower
     1.1% ( 8.2%) as floating
     0.8% ( 6.2%) as grandfinale
FF5_EXCASTLE appears in 19.2% of seeds:
     5.9% (30.5%) as troops
     3.6% (18.7%) as kefka
     1.9% (10.1%) as gogo
     1.9% ( 9.9%) as ktower
     1.8% ( 9.3%) as umaro
     1.8% ( 9.3%) as engine
     1.2% ( 6.5%) as savethem
     1.1% ( 5.8%) as assault
FF5_EXCASTLE (DM) appears in 17.6% of seeds:
     6.1% (34.4%) as tier3
     6.1% (34.4%) as tier2
     5.5% (31.2%) as tier1
FF5_EXDEATH appears in 8.9% of seeds:
     5.0% (55.7%) as metamorphosis
     3.1% (35.3%) as fanatics
     0.8% ( 9.0%) as grandfinale
FF5_FINAL appears in 4.4% of seeds:
     3.2% (73.8%) as dmad5
     1.1% (26.2%) as atma
FF5_HOME appears in 14.1% of seeds:
     3.5% (24.8%) as ruintown
     3.4% (23.8%) as daryl
     3.2% (22.5%) as coin
     2.6% (18.4%) as gau
     1.5% (10.5%) as prelude
FF5_HURRY appears in 4.3% of seeds:
     2.3% (52.6%) as mboss
     2.1% (47.4%) as unforgiven
FF5_INN appears in 9.3% of seeds:
     9.3% (100.0%) as sleep
FF5_LENNA appears in 13.5% of seeds:
     5.7% (42.0%) as gau
     3.1% (23.4%) as rachel
     1.9% (14.1%) as awakening
     1.9% (14.0%) as ruintown
     0.9% ( 6.5%) as ruin
FF5_LIBRARY appears in 16.8% of seeds:
     4.2% (25.1%) as owzer
     4.0% (23.7%) as strago
     2.5% (14.8%) as gogo
     1.9% (11.3%) as phoenix
     1.6% ( 9.3%) as zozo
     1.4% ( 8.0%) as ancient
     1.3% ( 7.9%) as dream
FF5_MOUNTAIN appears in 7.8% of seeds:
     4.2% (53.6%) as mountain
     2.3% (29.6%) as setzer
     1.3% (16.8%) as mount2
FF5_PIRATES appears in 15.8% of seeds:
     6.0% (37.9%) as returners
     2.8% (17.9%) as veldt
     2.4% (15.4%) as mountain
     2.3% (14.5%) as umaro
     2.2% (14.2%) as engine
FF5_RONKA appears in 8.9% of seeds:
     5.4% (60.0%) as magitek
     2.3% (25.7%) as engine
     1.3% (14.3%) as floating
FF5_SEAL appears in 11.4% of seeds:
     3.7% (32.5%) as gate
     2.1% (18.5%) as umaro
     1.6% (14.3%) as owzer
     1.4% (12.6%) as ancient
     1.3% (11.7%) as train
     1.2% (10.4%) as zozo
FF5_SEAL (DM) appears in 9.3% of seeds:
     3.2% (34.8%) as tier2
     3.0% (32.8%) as tier3
     3.0% (32.4%) as tier1
FF5_SHIP appears in 24.3% of seeds:
     6.3% (26.1%) as figaro
     4.7% (19.4%) as engine
     3.7% (15.2%) as troops
     3.4% (13.8%) as returners
     2.5% (10.5%) as cyan
     2.4% ( 9.8%) as gogo
     1.2% ( 5.1%) as prelude
FF5_THEME appears in 19.5% of seeds:
     5.9% (30.1%) as locke
     3.9% (19.8%) as setzer
     3.5% (17.8%) as figaro
     2.6% (13.6%) as fanfare
     2.2% (11.4%) as falcon
     1.4% ( 7.3%) as prelude
FF5_TOWN appears in 7.4% of seeds:
     4.3% (57.6%) as town
     1.7% (22.2%) as village
     1.5% (20.2%) as ruintown
FF5_VILLAGE appears in 1.5% of seeds:
     1.5% (100.0%) as village
FF5_VOID appears in 11.4% of seeds:
     4.8% (41.6%) as engine
     2.0% (17.8%) as ktower
     1.6% (13.6%) as ancient
     1.3% (11.7%) as dream
     1.1% ( 9.4%) as floating
     0.7% ( 5.9%) as ruin
FF5_VOID2 appears in 14.7% of seeds:
     3.4% (23.2%) as troops
     3.4% (22.9%) as returners
     2.4% (16.4%) as mountain
     2.0% (13.8%) as setzer
     1.9% (12.7%) as ktower
     1.6% (11.1%) as savethem
FF5_WHAT appears in 11.7% of seeds:
     6.2% (53.0%) as what
     3.7% (31.7%) as veldt
     1.8% (15.3%) as moogles
FF5_WINGS appears in 15.2% of seeds:
     4.6% (30.2%) as blackjack
     3.2% (20.9%) as locke
     2.9% (19.0%) as fanfare
     2.6% (16.8%) as chocobo
     2.0% (13.1%) as setzer
FF5_WORLD1 appears in 9.6% of seeds:
     3.5% (37.1%) as returners
     2.6% (27.1%) as cyan
     1.8% (19.1%) as strago
     1.6% (16.7%) as prelude
FF5_WORLD2 appears in 15.2% of seeds:
     4.7% (30.7%) as balance
     1.8% (11.8%) as serpent
     1.7% (11.4%) as awakening
     1.7% (11.4%) as espers
     1.7% (11.0%) as ancient
     1.4% ( 9.0%) as forest
     1.3% ( 8.6%) as dream
     0.9% ( 6.0%) as ruin
FF5_WORLD3 appears in 21.0% of seeds:
     2.7% (13.0%) as celes
     2.4% (11.6%) as gau
     2.2% (10.4%) as balance
     1.9% ( 9.1%) as espers
     1.9% ( 8.9%) as awakening
     1.8% ( 8.6%) as ruintown
     1.8% ( 8.4%) as cave
     1.5% ( 7.3%) as omen3
     1.4% ( 6.7%) as forest
     1.3% ( 6.1%) as dream
     1.2% ( 5.9%) as tomb
     0.8% ( 4.0%) as ruin
FF6_ATMA appears in 10.9% of seeds:
     3.3% (30.3%) as dmad5
     2.1% (18.9%) as metamorphosis
     1.9% (17.6%) as atma
     1.9% (17.1%) as catastrophe
     1.1% (10.2%) as floating
     0.7% ( 5.9%) as grandfinale
FF6_AWAKENING appears in 8.6% of seeds:
     4.0% (46.9%) as awakening
     3.0% (35.2%) as celes
     1.6% (17.9%) as prelude
FF6_BALANCE appears in 7.7% of seeds:
     4.8% (61.4%) as balance
     1.5% (19.9%) as omen3
     1.5% (18.7%) as forest
FF6_BATTLE appears in 8.5% of seeds:
     2.6% (30.4%) as battle
     1.9% (22.9%) as mboss
     1.9% (22.3%) as unforgiven
     1.4% (16.3%) as bat2
     0.7% ( 8.0%) as grandfinale
FF6_BLACKJACK appears in 10.4% of seeds:
     5.1% (49.1%) as blackjack
     3.2% (30.7%) as locke
     2.1% (20.2%) as falcon
FF6_BOSS appears in 7.8% of seeds:
     2.8% (35.8%) as bat4
     2.4% (30.3%) as boss
     1.8% (23.8%) as unforgiven
     0.8% (10.1%) as grandfinale
FF6_CATASTROPHE appears in 8.3% of seeds:
     3.9% (47.4%) as catastrophe
     2.8% (34.0%) as empire
     1.5% (18.6%) as omen3
FF6_CELES appears in 12.6% of seeds:
     6.2% (49.1%) as celes
     3.4% (26.9%) as daryl
     3.0% (24.0%) as coin
FF6_CHOCOBO appears in 4.5% of seeds:
     4.5% (100.0%) as chocobo
FF6_COIN appears in 15.0% of seeds:
     6.4% (42.8%) as coin
     3.4% (22.5%) as daryl
     3.0% (20.1%) as rachel
     2.2% (14.6%) as celes
FF6_CYAN appears in 8.5% of seeds:
     5.5% (64.0%) as cyan
     3.1% (36.0%) as returners
FF6_DARYL appears in 9.9% of seeds:
     6.6% (66.8%) as daryl
     3.3% (33.2%) as coin
FF6_DEATH appears in 8.0% of seeds:
     8.0% (100.0%) as death
FF6_DMAD appears in 14.2% of seeds:
     3.9% (27.3%) as ktower
     3.1% (21.7%) as dmad5
     2.4% (16.9%) as fanatics
     1.6% (11.5%) as catastrophe
     1.3% ( 9.1%) as atma
     1.2% ( 8.6%) as floating
     0.7% ( 4.9%) as grandfinale
FF6_DMAD:START2 appears in 7.2% of seeds:
     4.8% (66.4%) as fanatics
     1.8% (24.6%) as ktower
     0.7% ( 9.0%) as grandfinale
FF6_DMAD:START3 appears in 3.0% of seeds:
     2.4% (80.2%) as fanatics
     0.6% (19.8%) as grandfinale
FF6_EMPIRE appears in 10.3% of seeds:
     6.1% (59.7%) as empire
     2.8% (26.7%) as martiallaw
     1.4% (13.6%) as train
FF6_ESPERS appears in 12.5% of seeds:
     4.2% (33.9%) as espers
     2.3% (18.6%) as gate
     1.9% (14.9%) as phoenix
     1.5% (11.8%) as ancient
     1.4% (11.0%) as omen3
     1.2% ( 9.7%) as dream
FF6_FALCON appears in 12.5% of seeds:
     4.5% (35.6%) as falcon
     2.3% (18.3%) as setzer
     2.2% (17.7%) as blackjack
     1.9% (15.5%) as serpent
     1.6% (12.9%) as mount2
FF6_FANATICS appears in 7.2% of seeds:
     4.8% (66.3%) as fanatics
     1.5% (20.2%) as catastrophe
     1.0% (13.5%) as train
FF6_FANATICS_CHORUS (DM) appears in 8.6% of seeds:
     2.9% (33.9%) as tier2
     2.9% (33.4%) as tier1
     2.8% (32.7%) as tier3
FF6_FANATICS_DM (DM) appears in 11.1% of seeds:
     3.8% (33.8%) as tier1
     3.7% (33.2%) as tier3
     3.7% (33.0%) as tier2
FF6_FANFARE appears in 3.1% of seeds:
     3.1% (100.0%) as fanfare
FF6_FIGARO appears in 13.1% of seeds:
     7.0% (53.6%) as figaro
     3.4% (26.0%) as returners
     2.7% (20.5%) as cyan
FF6_FINAL appears in 10.5% of seeds:
     3.2% (30.3%) as dmad5
     2.5% (23.9%) as fanatics
     1.9% (18.6%) as ktower
     1.2% (11.6%) as floating
     0.9% ( 8.1%) as grandfinale
     0.8% ( 7.4%) as atma
FF6_FLOATING appears in 8.1% of seeds:
     2.6% (32.3%) as floating
     2.2% (27.7%) as gate
     1.8% (21.7%) as phoenix
     1.5% (18.3%) as train
FF6_FOREST appears in 13.5% of seeds:
     3.4% (25.5%) as cave
     2.4% (17.5%) as mountain
     2.0% (15.1%) as espers
     1.6% (12.0%) as forest
     1.5% (11.1%) as ancient
     1.3% ( 9.7%) as dream
     1.2% ( 9.1%) as tomb
FF6_GAU appears in 14.2% of seeds:
     5.5% (39.0%) as gau
     3.4% (23.7%) as daryl
     2.0% (14.2%) as relm
     1.8% (12.7%) as ruintown
     1.5% (10.4%) as village
FF6_GOGO appears in 9.5% of seeds:
     5.1% (54.1%) as gogo
     2.5% (26.6%) as spinach
     1.8% (19.3%) as moogles
FF6_GRANDFINALE appears in 4.3% of seeds:
     2.4% (55.5%) as mboss
     1.1% (26.5%) as boss
     0.8% (18.0%) as grandfinale
FF6_INN appears in 10.1% of seeds:
    10.1% (100.0%) as sleep
FF6_JOHNNY appears in 6.9% of seeds:
     3.8% (55.0%) as johnny
     2.5% (35.9%) as spinach
     0.6% ( 9.1%) as grandfinale
FF6_KEFKA appears in 13.8% of seeds:
    10.6% (76.6%) as kefka
     2.6% (18.6%) as gogo
     0.7% ( 4.8%) as grandfinale
FF6_KTOWER appears in 8.2% of seeds:
     4.4% (52.8%) as ktower
     2.5% (30.8%) as magitek
     1.4% (16.4%) as floating
FF6_LOCKE appears in 12.5% of seeds:
     6.6% (52.4%) as locke
     2.4% (18.7%) as cyan
     1.8% (14.6%) as setzer
     1.8% (14.3%) as savethem
FF6_MAGITEK appears in 9.9% of seeds:
     5.2% (52.8%) as magitek
     2.9% (28.8%) as engine
     1.8% (18.4%) as ktower
FF6_MARTIALLAW appears in 11.9% of seeds:
     5.8% (48.9%) as martiallaw
     2.9% (24.0%) as shadow
     1.8% (15.4%) as ruintown
     1.4% (11.6%) as zozo
